cmake,v3.27.6,https://github.com/Kitware/CMake/releases/download/v3.27.6/cmake-3.27.6-linux-x86_64.tar.gz
ninja,v1.11.1,https://github.com/ninja-build/ninja/releases/download/v1.11.1/ninja-linux.zip
ndk,r26,https://googledownloads.cn/android/repository/android-ndk-r26-linux.zip
